Taxa ID,Sequence count,Genus,Species
300181,1,Serratia,Serratia ureilytica
303,5,Pseudomonas,Pseudomonas putida
306586,1,Enterovirus,Enterovirus A
306588,10,Enterovirus,Enterovirus A
310300,230,Bacteroides,Bacteroides pyogenes
310540,1,Mastadenovirus,Human mastadenovirus G
311231,3,Paraburkholderia,Paraburkholderia ginsengisoli
315405,2,Streptococcus,Streptococcus gallolyticus
316,4,Stutzerimonas,Stutzerimonas stutzeri
31631,1,Betacoronavirus,Betacoronavirus 1
31704,275,Enterovirus,Enterovirus A
31708,2,Enterovirus,Rhinovirus A
318563,5,Enterovirus,Enterovirus B
318564,2,Enterovirus,Enterovirus B
318566,9,Enterovirus,Enterovirus B
318567,1,Enterovirus,Enterovirus B
318568,5,Enterovirus,Enterovirus B
318570,1,Enterovirus,Enterovirus B
318571,4,Enterovirus,Enterovirus B
32002,3,Achromobacter,Achromobacter denitrificans
32009,8,Burkholderia,Burkholderia gladioli
32013,1,Comamonas,Comamonas terrigena
32021,1,Campylobacter,Campylobacter jejuni
324058,157,Mycobacterium,Mycobacterium alsense
325445,11,Enterovirus,Enterovirus C
325446,2,Enterovirus,Enterovirus B
32603,1,Roseolovirus,Roseolovirus humanbeta6a
32604,1,Roseolovirus,Roseolovirus humanbeta6b
32630,106,,synthetic construct
32644,2,,unidentified
329,2,Ralstonia,Ralstonia pickettii
329854,2,Bacteroides,Bacteroides intestinalis
33028,1,Staphylococcus,Staphylococcus saccharolyticus
33033,2,Parvimonas,Parvimonas micra
33037,1,Anaerococcus,Anaerococcus vaginalis
33038,1,Mediterraneibacter,Mediterraneibacter gnavus
330922,2,Psychrobacter,Psychrobacter cryohalolentis
331636,2,Chlamydia,Chlamydia psittaci
33178,27,Aspergillus,Aspergillus terreus
335341,8,Alphainfluenzavirus,Alphainfluenzavirus influenzae
337,13,Burkholderia,Burkholderia glumae
33757,37,Enterovirus,Enterovirus A
338188,236,Bacteroides,Bacteroides finegoldii
33889,5,Brevibacterium,Brevibacterium casei
33935,3,Lysinibacillus,Lysinibacillus macroides
33945,12,Enterococcus,Enterococcus avium
33968,8,Leuconostoc,Leuconostoc pseudomesenteroides
34062,18,Moraxella,Moraxella osloensis
34105,2,Streptobacillus,Streptobacillus moniliformis
342113,4,Burkholderia,Burkholderia oklahomensis
35293,4,Enterovirus,Enterovirus B
35294,1,Enterovirus,Enterovirus B
35295,4,Enterovirus,Enterovirus B
35703,11,Citrobacter,Citrobacter amalonaticus
357276,7,Phocaeicola,Phocaeicola dorei
358,4,Agrobacterium,Agrobacterium tumefaciens
36080,401,Mucor,Mucor circinelloides
36808,2,Corynebacterium,Corynebacterium bovis
36809,2,Mycobacteroides,Mycobacteroides abscessus
36855,2,Brucella,Brucella canis
36911,9,Clavispora,Clavispora lusitaniae
370524,3,Mycolicibacterium,Mycolicibacterium pallens
371601,8,Bacteroides,Bacteroides xylanisolvens
37296,1,Rhadinovirus,Rhadinovirus humangamma8
37326,1,Nocardia,Nocardia brasiliensis
37734,12,Enterococcus,Enterococcus casseliflavus
37752,30,Flavobacterium,Flavobacterium hibernum
37923,2,Rothia,Rothia kristinae
380021,1,Pseudomonas,Pseudomonas protegens
38289,4,Corynebacterium,Corynebacterium jeikeium
38290,1,Corynebacterium,Corynebacterium macginleyi
38301,3,Corynebacterium,Corynebacterium minutissimum
38304,3,Corynebacterium,Corynebacterium tuberculostearicum
38323,3,Bartonella,Bartonella henselae
386414,44,Hoylesella,Hoylesella timonensis
386911,1,Mycobacterium,Mycobacterium seoulense
387090,1,Phocaeicola,Phocaeicola coprophilus
39054,1081,Enterovirus,Enterovirus A
39689,2,Mycobacterium,Mycobacterium gallinarum
39693,5,Mycolicibacterium,Mycolicibacterium porcinum
39767,10,Enterovirus,Rhinovirus A
39791,5,Corynebacterium,Corynebacterium glucuronolyticum
398694,1,Mycobacterium,Mycobacterium shinjukuense
40214,30,Acinetobacter,Acinetobacter johnsonii
40216,6,Acinetobacter,Acinetobacter radioresistens
40280,2,Enterovirus,Enterovirus B
40324,6,Stenotrophomonas,Stenotrophomonas maltophilia
40545,1,Sutterella,Sutterella wadsworthensis
40690,1,Trematomus,Trematomus bernacchii
4097,24,Nicotiana,Nicotiana tabacum
410072,1,Coprococcus,Coprococcus comes
411577,2,Anaerococcus,Anaerococcus murdochii
41276,1,Brevundimonas,Brevundimonas vesicularis
41413,82,Aspergillus,Aspergillus glaucus
41846,30,Enterovirus,Enterovirus B
41899,5,Burkholderia,Burkholderia plantarii
419005,224,Prevotella,Prevotella amnii
42068,70,Pneumocystis,Pneumocystis jirovecii
42374,8,Candida,Candida dubliniensis
425941,22,Hoylesella,Hoylesella nanceiensis
42769,261,Enterovirus,Enterovirus A
42770,3,Enterovirus,Enterovirus C
42771,22,Enterovirus,Enterovirus A
42772,4,Enterovirus,Enterovirus C
42775,2,Enterovirus,Enterovirus C
42778,2,Enterovirus,Enterovirus C
42779,3,Enterovirus,Enterovirus C
42782,2,Enterovirus,Enterovirus C
42783,3,Enterovirus,Enterovirus C
42785,68,Enterovirus,Enterovirus A
42786,13,Enterovirus,Enterovirus A
42787,3,Enterovirus,Enterovirus A
42788,9,Enterovirus,Enterovirus A
42789,678,Enterovirus,Enterovirus D
430531,3,Burkholderia,Burkholderia humptydooensis
43348,2,Mycobacterium,Mycobacterium branderi
43674,2,Jonesia,Jonesia denitrificans
43675,2,Rothia,Rothia mucilaginosa
43765,5,Corynebacterium,Corynebacterium amycolatum
43767,1,Prescottella,Prescottella equi
43769,2,Corynebacterium,Corynebacterium propinquum
43770,5,Corynebacterium,Corynebacterium striatum
43771,3,Corynebacterium,Corynebacterium urealyticum
44010,1,Mycobacterium,Mycobacterium conspicuum
44128,5,Enterovirus,Rhinovirus A
44129,14,Enterovirus,Rhinovirus A
44130,7,Enterovirus,Rhinovirus B
44131,18,Enterovirus,Rhinovirus A
44133,8,Enterovirus,Rhinovirus A
44275,2,Leptospira,Leptospira interrogans
446,7,Legionella,Legionella pneumophila
450,3,Legionella,Legionella longbeachae
45101,15,Enterovirus,Enterovirus B
45972,19,Staphylococcus,Staphylococcus pasteuri
459858,1,Mycobacterium,Mycobacterium noviomagense
46018,20,Enterovirus,Enterovirus B
46124,1,Granulicatella,Granulicatella adiacens
46125,1,Abiotrophia,Abiotrophia defectiva
46127,1,Staphylococcus,Staphylococcus felis
463676,34,Enterovirus,Rhinovirus C
46472,51,Aspergillus,Aspergillus versicolor
46506,2,Bacteroides,Bacteroides stercoris
465797,2,Acinetobacter,Acinetobacter septicus
469615,2,Fusobacterium,Fusobacterium gonidiaformans
469618,4,Fusobacterium,Fusobacterium varium
470,26,Acinetobacter,Acinetobacter baumannii
470074,525,Mycobacterium,Mycobacterium angelicum
470565,4,Prevotella,Prevotella histicola
470934,4,Pantoea,Pantoea vagans
471,1,Acinetobacter,Acinetobacter calcoaceticus
47500,28,Aneurinibacillus,Aneurinibacillus migulanus
47501,1,Enterovirus,Enterovirus B
47502,2,Enterovirus,Enterovirus B
47504,3,Enterovirus,Enterovirus B
47506,31,Enterovirus,Enterovirus B
47507,2,Enterovirus,Enterovirus B
47508,3,Enterovirus,Enterovirus B
47509,1,Enterovirus,Enterovirus B
47510,2,Enterovirus,Enterovirus B
47512,1,Enterovirus,Enterovirus B
47513,1,Enterovirus,Enterovirus B
47515,9,Enterovirus,Enterovirus B
47516,6,Enterovirus,Enterovirus B
47678,106,Bacteroides,Bacteroides caccae
47770,2,Lactobacillus,Lactobacillus crispatus
478,4,Moraxella,Moraxella nonliquefaciens
47880,1,Pseudomonas,Pseudomonas fulva
47885,3,Pseudomonas,Pseudomonas oryzihabitans
47886,5,Pseudomonas,Pseudomonas luteola
47917,1,Serratia,Serratia fonticola
480,2,Moraxella,Moraxella catarrhalis
480418,126,Mycobacterium,Mycobacterium lepromatosis
482462,5,Mycobacterium,Mycobacterium dioxanotrophicus
4829,5338,Absidia,Absidia glauca
48296,28,Acinetobacter,Acinetobacter pittii
483,1,Neisseria,Neisseria cinerea
4839,870,Rhizomucor,Rhizomucor miehei
4840,705,Rhizomucor,Rhizomucor pusillus
4841,6360,Mucor,Mucor racemosus
4846,5567,Rhizopus,Rhizopus stolonifer
485,7,Neisseria,Neisseria gonorrhoeae
486698,3,Mycobacterium,Mycobacterium riyadhense
487,8,Neisseria,Neisseria meningitidis
487514,126,Mycobacterium,Mycobacterium kyorinense
488,2,Neisseria,Neisseria mucosa
4909,5,Pichia,Pichia kudriavzevii
4911,9,Kluyveromyces,Kluyveromyces marxianus
4929,9,Meyerozyma,Meyerozyma guilliermondii
4932,62,Saccharomyces,Saccharomyces cerevisiae
4956,7,Zygosaccharomyces,Zygosaccharomyces rouxii
498019,20,Candidozyma,Candidozyma auris
49897,218,Mycolicibacterium,Mycolicibacterium hodleri
502,1,Kingella,Kingella denitrificans
502347,1,Escherichia,Escherichia albertii
5057,143,Aspergillus,Aspergillus clavatus
5059,8,Aspergillus,Aspergillus flavus
5061,25,Aspergillus,Aspergillus niger
50719,7,Vibrio,Vibrio diabolicus
511,2,Alcaligenes,Alcaligenes faecalis
512402,96,Mycolicibacter,Mycolicibacter heraklionensis
518,5,Bordetella,Bordetella bronchiseptica
518987,8,Betainfluenzavirus,Betainfluenzavirus influenzae
519,1,Bordetella,Bordetella parapertussis
520,11,Bordetella,Bordetella pertussis
52773,1,Schaalia,Schaalia meyeri
529,5,Brucella,Brucella anthropi
53345,9,Enterococcus,Enterococcus durans
53374,1,Corynebacterium,Corynebacterium coyleae
53378,85,Mycobacterium,Mycobacterium paraffinicum
536,6,Chromobacterium,Chromobacterium violaceum
537011,6,Segatella,Segatella copri
537973,3,Lacticaseibacillus,Lacticaseibacillus paracasei
539,1,Eikenella,Eikenella corrodens
54005,2,Peptoniphilus,Peptoniphilus harei
54291,9,Raoultella,Raoultella ornithinolytica
54388,1,Salmonella,Salmonella enterica
544580,2,Actinomyces,Actinomyces oris
544645,1,Butyricimonas,Butyricimonas virosa
545,28,Citrobacter,Citrobacter koseri
546,7,Citrobacter,Citrobacter freundii
546275,106,Fusobacterium,Fusobacterium periodonticum
546367,8,Hafnia,Hafnia paralvei
547163,133,Mycolicibacterium,Mycolicibacterium vulneris
5476,69,Candida,Candida albicans
5478,14,Nakaseomyces,Nakaseomyces glabratus
548,23,Klebsiella,Klebsiella aerogenes
5480,56,Candida,Candida parapsilosis
5482,24,Candida,Candida tropicalis
549,3,Pantoea,Pantoea agglomerans
550,3,Enterobacter,Enterobacter cloacae
553,4,Pantoea,Pantoea ananatis
553174,4,Prevotella,Prevotella melaninogenica
556499,1,Propionibacterium,Propionibacterium acidifaciens
558537,2,Delftia,Delftia lacustris
562,696,Escherichia,Escherichia coli
564,3,Escherichia,Escherichia fergusonii
56425,52,Mycobacterium,Mycobacterium bohemicum
565,1,Atlantibacter,Atlantibacter hermannii
5661,127,Leishmania,Leishmania donovani
569,22,Hafnia,Hafnia alvei
571,66,Klebsiella,Klebsiella oxytoca
573,252,Klebsiella,Klebsiella pneumoniae
573824,12,Enterovirus,Rhinovirus A
575,26,Raoultella,Raoultella planticola
57706,8,Citrobacter,Citrobacter braakii
57975,22,Burkholderia,Burkholderia thailandensis
582,12,Morganella,Morganella morganii
582384,1,Enterovirus,Enterovirus B
58291,131,Rhizopus,Rhizopus microsporus
584,17,Proteus,Proteus mirabilis
585,4,Proteus,Proteus vulgaris
585502,60,Hallella,Hallella bergensis
587,6,Providencia,Providencia rettgeri
588,18,Providencia,Providencia stuartii
590652,1,Mycobacterium,Mycobacterium paraseoulense
596315,148,Peptostreptococcus,Peptostreptococcus stomatis
60133,14,Prevotella,Prevotella pallens
60552,4,Burkholderia,Burkholderia vietnamiensis
611,3,Salmonella,Salmonella enterica
614,3,Serratia,Serratia liquefaciens
615,20,Serratia,Serratia marcescens
61645,13,Enterobacter,Enterobacter asburiae
61646,9,Lelliottia,Lelliottia amnigena
61647,4,Pluralibacter,Pluralibacter gergoviae
61652,2,Serratia,Serratia rubidaea
618,6,Serratia,Serratia odorifera
61853,1,Nomascus,Nomascus leucogenys
619591,1,Orthopoxvirus,Monkeypox virus
621,6,Shigella,Shigella boydii
623,52,Shigella,Shigella flexneri
624,25,Shigella,Shigella sonnei
626929,54,Bacteroides,Bacteroides clarus
626931,30,Bacteroides,Bacteroides oleiciplenus
627089,105,Mycobacterium,Mycobacterium simulans
630,34,Yersinia,Yersinia enterocolitica
631,3,Yersinia,Yersinia intermedia
632,21,Yersinia,Yersinia pestis
63221,55,Homo,Homo sapiens
633,18,Yersinia,Yersinia pseudotuberculosis
63330,1,,
636,18,Edwardsiella,Edwardsiella tarda
638313,1,Bocaparvovirus,Bocaparvovirus primate1
641809,8,Alphainfluenzavirus,Alphainfluenzavirus influenzae
644,8,Aeromonas,Aeromonas hydrophila
64495,4566,Rhizopus,Rhizopus arrhizus
64623,3117,Mucor,Mucor indicus
64648,5144,Mucor,Mucor saturninus
648,12,Aeromonas,Aeromonas caviae
648995,19,Agrobacterium,Agrobacterium pusense
650,1,Aeromonas,Aeromonas jandaei
65058,1,Corynebacterium,Corynebacterium ulcerans
651561,1,Chryseobacterium,Chryseobacterium arthrosphaerae
654,2,Aeromonas,Aeromonas veronii
656,2,Aeromonas,Aeromonas allosaccharophila
663,12,Vibrio,Vibrio alginolyticus
666,14,Vibrio,Vibrio cholerae
669,6,Vibrio,Vibrio harveyi
670,25,Vibrio,Vibrio parahaemolyticus
672,13,Vibrio,Vibrio vulnificus
673,2,Grimontia,Grimontia hollisae
67351,22,Streptomyces,Streptomyces californicus
674,4,Vibrio,Vibrio mimicus
674529,6,Bacteroides,Bacteroides faecis
676,4,Vibrio,Vibrio fluvialis
67824,2,Citrobacter,Citrobacter farmeri
67827,3,Citrobacter,Citrobacter werkmanii
679190,236,Hoylesella,Hoylesella buccalis
679937,2,Bacteroides,Bacteroides coprosuis
679940,1141,Apophysomyces,Apophysomyces ossiformis
679948,1400,Apophysomyces,Apophysomyces trapeziformis
688246,6,Hallella,Hallella multisaccharivorax
69218,8,Enterobacter,Enterobacter cancerogenus
693979,2,Bacteroides,Bacteroides helcogenes
69966,3,Macrococcoides,Macrococcoides caseolyticum
702438,32,Segatella,Segatella oulorum
70255,7,Staphylococcus,Staphylococcus condimenti
703,1,Plesiomonas,Plesiomonas shigelloides
708070,2409,Mucor,Mucor velutinosus
71237,6,Mammaliicoccus,Mammaliicoccus vitulinus
713888,882,Mucor,Mucor irregularis
714,1,Aggregatibacter,Aggregatibacter actinomycetemcomitans
72000,1,Kocuria,Kocuria rhizophila
727,4,Haemophilus,Haemophilus influenzae
729,1,Haemophilus,Haemophilus parainfluenzae
730,1,Haemophilus,[Haemophilus] ducreyi
732,5,Aggregatibacter,Aggregatibacter aphrophilus
735,2,Haemophilus,Haemophilus parahaemolyticus
739,1,Aggregatibacter,Aggregatibacter segnis
741158,5,Homo,Homo sapiens
74561,1,Enterovirus,Enterovirus B
746128,8,Aspergillus,Aspergillus fumigatus
747,31,Pasteurella,Pasteurella multocida
74829,1,Stutzerimonas,Stutzerimonas balearica
760013,411,Apophysomyces,Apophysomyces variabilis
76123,2,Hoylesella,Hoylesella enoeca
763034,194,Bacteroides,Bacteroides fluxus
76517,3,Campylobacter,Campylobacter hominis
76759,2,Pseudomonas,Pseudomonas monteilii
76860,3,Streptococcus,Streptococcus constellatus
77095,46,Segatella,Segatella bryantii
774,1,Bartonella,Bartonella bacilliformis
77917,46,Fusobacterium,Fusobacterium naviforme
78535,1,Streptococcus,Streptococcus viridans
80866,8,Delftia,Delftia acidovorans
817,24,Bacteroides,Bacteroides fragilis
818,24,Bacteroides,Bacteroides thetaiotaomicron
820,1,Bacteroides,Bacteroides uniformis
821,3,Phocaeicola,Phocaeicola vulgatus
82135,1,Fannyhessea,Fannyhessea vaginae
823,18,Parabacteroides,Parabacteroides distasonis
82541,3,Cupriavidus,Cupriavidus gilardii
82633,13,Cupriavidus,Cupriavidus pauculus
82639,14,Enterovirus,Enterovirus B
827,2,Campylobacter,Campylobacter ureolyticus
82979,1,Budvicia,Budvicia aquatica
82996,10,Serratia,Serratia plymuthica
83655,2,Leclercia,Leclercia adecarboxylata
839,2,Xylanibacter,Xylanibacter ruminicola
84030,1,Lacrimispora,Lacrimispora saccharolytica
84135,1,Gemella,Gemella sanguinis
84962,4,Mycobacterium,Mycobacterium botniense
850,8,Fusobacterium,Fusobacterium mortiferum
851,6,Fusobacterium,Fusobacterium nucleatum
85698,19,Achromobacter,Achromobacter xylosoxidans
858,10,Fusobacterium,Fusobacterium necrogenes
85831,334,Bacteroides,Bacteroides acidifaciens
859,1,Fusobacterium,Fusobacterium necrophorum
861,2,Fusobacterium,Fusobacterium ulcerans
86107,680,Enterovirus,Enterovirus A
861519,5,Enterovirus,Enterovirus C
862515,22,Hoylesella,Hoylesella marshii
86630,5775,Rhizopus,Rhizopus azygosporus
868129,6,Prevotella,Prevotella bivia
871324,182,Bacteroides,Bacteroides stercorirosoris
871325,176,Bacteroides,Bacteroides faecichinchillae
873533,8,Hoylesella,Hoylesella oralis
87883,37,Burkholderia,Burkholderia multivorans
881260,3,Enterobacter,Enterobacter bugandensis
883158,24,Prevotella,Prevotella micans
886343,1,Mycobacterium,Mycobacterium spongiae
90105,1,Salmonella,Salmonella enterica
90244,2,Oligella,Oligella ureolytica
90245,1,Oligella,Oligella urethralis
90262,94,Absidia,Absidia repens
90269,1528,Apophysomyces,Apophysomyces elegans
90371,9,Salmonella,Salmonella enterica
908937,8,Prevotella,Prevotella dentalis
915438,2,Xylanibacter,Xylanibacter oryzae
91626,1283,Mucor,Mucor ambiguus
9258,1,Ornithorhynchus,Ornithorhynchus anatinus
93218,1,Pandoraea,Pandoraea apista
93378,2,Edwardsiella,Edwardsiella hoshinae
936053,83,Rhizopus,Rhizopus delemar
93830,3,Orthohantavirus,Hantavirus Z10
95486,47,Burkholderia,Burkholderia cenocepacia
9565,1,Theropithecus,Theropithecus gelada
9606,1252776,Homo,Homo sapiens
97098,5701,Mucor,Mucor plumbeus
991902,3,Enterovirus,Enterovirus B
992230,1,Enterovirus,Rhinovirus C
997890,4,Bacteroides,Bacteroides uniformis
999422,42,Segatella,Segatella maculosa
