taxid,contig_count,total_bp,Name,Rank,FullLineage,FullLineageTaxIDs,FullLineageRanks
36809.0,2,5118231,Mycobacteroides abscessus,species,cellular organisms;Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacteroides;Mycobacteroides abscessus,131567;2;1783272;201174;1760;85007;1762;670516;36809,no rank;superkingdom;clade;phylum;class;order;family;genus;species
83655.0,2,5100422,Leclercia adecarboxylata,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Leclercia;Leclercia adecarboxylata,131567;2;1224;1236;91347;543;83654;83655,no rank;superkingdom;phylum;class;order;family;genus;species
169765.0,1,5092988,Mycobacterium lacus,species,cellular organisms;Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium lacus,131567;2;1783272;201174;1760;85007;1762;1763;169765,no rank;superkingdom;clade;phylum;class;order;family;genus;species
1930557.0,2,5069981,Shewanella sp. FDAARGOS_354,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;unclassified Shewanella;Shewanella sp. FDAARGOS_354,131567;2;1224;1236;135622;267890;22;196818;1930557,no rank;superkingdom;phylum;class;order;family;genus;no rank;species
1292.0,5,5049815,Staphylococcus warneri,species,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus warneri,131567;2;1783272;1239;91061;1385;90964;1279;1292,no rank;superkingdom;clade;phylum;class;order;family;genus;species
86107.0,679,5043431,Coxsackievirus A6,serotype,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus A;Coxsackievirus A6,10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;138948;86107,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;serotype
685727.0,1,5043170,Prescottella equi 103S,strain,cellular organisms;Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Mycobacteriales;Nocardiaceae;Prescottella;Prescottella equi;Prescottella equi 103S,131567;2;1783272;201174;1760;85007;85025;2979332;43767;685727,no rank;superkingdom;clade;phylum;class;order;family;genus;species;strain
881260.0,3,5037689,Enterobacter bugandensis,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;Enterobacter bugandensis,131567;2;1224;1236;91347;543;547;881260,no rank;superkingdom;phylum;class;order;family;genus;species
595.0,4,5026850,Salmonella enterica subsp. enterica serovar Infantis,no rank,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Infantis,131567;2;1224;1236;91347;543;590;28901;59201;595,no rank;superkingdom;phylum;class;order;family;genus;species;subspecies;no rank
1347393.0,18,5025334,Bacteroides neonati,species,cellular organisms;Bacteria;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides neonati,131567;2;1783270;68336;976;200643;171549;815;816;1347393,no rank;superkingdom;clade;clade;phylum;class;order;family;genus;species
1563222.0,3,5021319,Citrobacter pasteurii,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;Citrobacter pasteurii,131567;2;1224;1236;91347;543;544;1563222,no rank;superkingdom;phylum;class;order;family;genus;species
488.0,2,5008700,Neisseria mucosa,species,cellular organisms;Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;Neisseria mucosa,131567;2;1224;28216;206351;481;482;488,no rank;superkingdom;phylum;class;order;family;genus;species
338188.0,118,4999807,Bacteroides finegoldii,species,cellular organisms;Bacteria;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides finegoldii,131567;2;1783270;68336;976;200643;171549;815;816;338188,no rank;superkingdom;clade;clade;phylum;class;order;family;genus;species
207340.0,5,4996294,Roseomonas mucosa,species,cellular organisms;Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Roseomonas;Roseomonas mucosa,131567;2;1224;28211;204441;433;125216;207340,no rank;superkingdom;phylum;class;order;family;genus;species
170573.0,3,4995988,Staphylococcus pettenkoferi,species,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus pettenkoferi,131567;2;1783272;1239;91061;1385;90964;1279;170573,no rank;superkingdom;clade;phylum;class;order;family;genus;species
29494.0,3,4993326,Vibrio furnissii,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio furnissii,131567;2;1224;1236;135623;641;662;29494,no rank;superkingdom;phylum;class;order;family;genus;species
1747.0,2,4989871,Cutibacterium acnes,species,cellular organisms;Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Cutibacterium;Cutibacterium acnes,131567;2;1783272;201174;1760;85009;31957;1912216;1747,no rank;superkingdom;clade;phylum;class;order;family;genus;species
42789.0,679,4965977,enterovirus D68,serotype,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus D;enterovirus D68,10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;138951;42789,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;serotype
67824.0,2,4964815,Citrobacter farmeri,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;Citrobacter farmeri,131567;2;1224;1236;91347;543;544;67824,no rank;superkingdom;phylum;class;order;family;genus;species
1839800.0,1,4963041,Yersinia sp. FDAARGOS_228,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;unclassified Yersinia (in: enterobacteria);Yersinia sp. FDAARGOS_228,131567;2;1224;1236;91347;1903411;629;2653513;1839800,no rank;superkingdom;phylum;class;order;family;genus;no rank;species
1903262.0,14,4949270,Bacteroides ndongoniae,species,cellular organisms;Bacteria;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ndongoniae,131567;2;1783270;68336;976;200643;171549;815;816;1903262,no rank;superkingdom;clade;clade;phylum;class;order;family;genus;species
149385.0,4,4944234,Salmonella enterica subsp. enterica serovar Hadar,no rank,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Hadar,131567;2;1224;1236;91347;543;590;28901;59201;149385,no rank;superkingdom;phylum;class;order;family;genus;species;subspecies;no rank
43769.0,2,4941429,Corynebacterium propinquum,species,cellular organisms;Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium propinquum,131567;2;1783272;201174;1760;85007;1653;1716;43769,no rank;superkingdom;clade;phylum;class;order;family;genus;species
2778051.0,4,4922539,Aeromonas sp. FDAARGOS 1402,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;unclassified Aeromonas;Aeromonas sp. FDAARGOS 1402,131567;2;1224;1236;135624;84642;642;257493;2778051,no rank;superkingdom;phylum;class;order;family;genus;no rank;species
997890.0,2,4920161,Bacteroides uniformis CL03T12C37,strain,cellular organisms;Bacteria;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides uniformis;Bacteroides uniformis CL03T12C37,131567;2;1783270;68336;976;200643;171549;815;816;820;997890,no rank;superkingdom;clade;clade;phylum;class;order;family;genus;species;strain
1121096.0,102,4917576,Bacteroides gallinarum DSM 18171 = JCM 13658,strain,cellular organisms;Bacteria;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides gallinarum;Bacteroides gallinarum DSM 18171 = JCM 13658,131567;2;1783270;68336;976;200643;171549;815;816;376806;1121096,no rank;superkingdom;clade;clade;phylum;class;order;family;genus;species;strain
134047.0,5,4908087,Salmonella enterica subsp. enterica serovar Bredeney,no rank,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Bredeney,131567;2;1224;1236;91347;543;590;28901;59201;134047,no rank;superkingdom;phylum;class;order;family;genus;species;subspecies;no rank
37923.0,2,4891576,Rothia kristinae,species,cellular organisms;Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Rothia;Rothia kristinae,131567;2;1783272;201174;1760;85006;1268;32207;37923,no rank;superkingdom;clade;phylum;class;order;family;genus;species
1236512.0,148,4884492,Bacteroides rodentium JCM 16496,strain,cellular organisms;Bacteria;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides rodentium;Bacteroides rodentium JCM 16496,131567;2;1783270;68336;976;200643;171549;815;816;691816;1236512,no rank;superkingdom;clade;clade;phylum;class;order;family;genus;species;strain
1975707.0,6,4877138,Pantoea sp. FDAARGOS_194,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Pantoea;unclassified Pantoea;Pantoea sp. FDAARGOS_194,131567;2;1224;1236;91347;1903409;53335;2630326;1975707,no rank;superkingdom;phylum;class;order;family;genus;no rank;species
2027919.0,1,4876999,Enterobacter cloacae complex sp.,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;Enterobacter cloacae complex;unclassified Enterobacter cloacae complex;Enterobacter cloacae complex sp.,131567;2;1224;1236;91347;543;547;354276;2757714;2027919,no rank;superkingdom;phylum;class;order;family;genus;species group;no rank;species
110505.0,1,4865109,Mycobacterium heckeshornense,species,cellular organisms;Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium heckeshornense,131567;2;1783272;201174;1760;85007;1762;1763;110505,no rank;superkingdom;clade;phylum;class;order;family;genus;species
47880.0,1,4865091,Pseudomonas fulva,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas fulva,131567;2;1224;1236;72274;135621;286;136845;47880,no rank;superkingdom;phylum;class;order;family;genus;species group;species
2420306.0,2,4862745,Serratia sp. FDAARGOS_506,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Serratia;unclassified Serratia (in: enterobacteria);Serratia sp. FDAARGOS_506,131567;2;1224;1236;91347;1903411;613;2647522;2420306,no rank;superkingdom;phylum;class;order;family;genus;no rank;species
33935.0,3,4862621,Lysinibacillus macroides,species,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Bacillaceae;Lysinibacillus;Lysinibacillus macroides,131567;2;1783272;1239;91061;1385;186817;400634;33935,no rank;superkingdom;clade;phylum;class;order;family;genus;species
103855.0,1,4860452,Bordetella hinzii,species,cellular organisms;Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella hinzii,131567;2;1224;28216;80840;506;517;103855,no rank;superkingdom;phylum;class;order;family;genus;species
1795032.0,128,4849424,Mycolicibacter virginiensis,species,cellular organisms;Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacter;Mycolicibacter virginiensis,131567;2;1783272;201174;1760;85007;1762;1073531;1795032,no rank;superkingdom;clade;phylum;class;order;family;genus;species
2778057.0,1,4844434,Aeromonas sp. FDAARGOS 1408,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;unclassified Aeromonas;Aeromonas sp. FDAARGOS 1408,131567;2;1224;1236;135624;84642;642;257493;2778057,no rank;superkingdom;phylum;class;order;family;genus;no rank;species
29313.0,6,4842631,Mycobacterium shimoidei,species,cellular organisms;Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium shimoidei,131567;2;1783272;201174;1760;85007;1762;1763;29313,no rank;superkingdom;clade;phylum;class;order;family;genus;species
1796613.0,1,4839927,Bacteroides caecimuris,species,cellular organisms;Bacteria;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides caecimuris,131567;2;1783270;68336;976;200643;171549;815;816;1796613,no rank;superkingdom;clade;clade;phylum;class;order;family;genus;species
1173947.0,7,4839711,"Salmonella enterica subsp. houtenae serovar 50:g,2;1224;1236;91347;543;590;28901,no rank,"cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. houtenae;Salmonella enterica subsp. houtenae serovar 50:g,z51:-"
90105.0,1,4838098,Salmonella enterica subsp. enterica serovar Saintpaul,no rank,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Saintpaul,131567;2;1224;1236;91347;543;590;28901;59201;90105,no rank;superkingdom;phylum;class;order;family;genus;species;subspecies;no rank
1770.0,1,4832477,Mycobacterium avium subsp. paratuberculosis,subspecies,cellular organisms;Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium avium complex (MAC);Mycobacterium avium;Mycobacterium avium subsp. paratuberculosis,131567;2;1783272;201174;1760;85007;1762;1763;120793;1764;1770,no rank;superkingdom;clade;phylum;class;order;family;genus;species group;species;subspecies
2778052.0,1,4819779,Aeromonas sp. FDAARGOS 1403,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;unclassified Aeromonas;Aeromonas sp. FDAARGOS 1403,131567;2;1224;1236;135624;84642;642;257493;2778052,no rank;superkingdom;phylum;class;order;family;genus;no rank;species
329.0,2,4818052,Ralstonia pickettii,species,cellular organisms;Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia;Ralstonia pickettii,131567;2;1224;28216;80840;119060;48736;329,no rank;superkingdom;phylum;class;order;family;genus;species
2545798.0,1,4817482,Cedecea sp. FDAARGOS_727,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Cedecea;unclassified Cedecea;Cedecea sp. FDAARGOS_727,131567;2;1224;1236;91347;543;158483;2649846;2545798,no rank;superkingdom;phylum;class;order;family;genus;no rank;species
544645.0,1,4813143,Butyricimonas virosa,species,cellular organisms;Bacteria;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Odoribacteraceae;Butyricimonas;Butyricimonas virosa,131567;2;1783270;68336;976;200643;171549;1853231;574697;544645,no rank;superkingdom;clade;clade;phylum;class;order;family;genus;species
470934.0,4,4808855,Pantoea vagans,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Pantoea;Pantoea vagans,131567;2;1224;1236;91347;1903409;53335;470934,no rank;superkingdom;phylum;class;order;family;genus;species
871325.0,88,4806522,Bacteroides faecichinchillae,species,cellular organisms;Bacteria;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides faecichinchillae,131567;2;1783270;68336;976;200643;171549;815;816;871325,no rank;superkingdom;clade;clade;phylum;class;order;family;genus;species
519.0,1,4800737,Bordetella parapertussis,species,cellular organisms;Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella parapertussis,131567;2;1224;28216;80840;506;517;519,no rank;superkingdom;phylum;class;order;family;genus;species
512402.0,96,4799517,Mycolicibacter heraklionensis,species,cellular organisms;Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacter;Mycolicibacter heraklionensis,131567;2;1783272;201174;1760;85007;1762;1073531;512402,no rank;superkingdom;clade;phylum;class;order;family;genus;species
2778066.0,2,4793224,Aeromonas sp. FDAARGOS 1417,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;unclassified Aeromonas;Aeromonas sp. FDAARGOS 1417,131567;2;1224;1236;135624;84642;642;257493;2778066,no rank;superkingdom;phylum;class;order;family;genus;no rank;species
459858.0,1,4779798,Mycobacterium noviomagense,species,cellular organisms;Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium noviomagense,131567;2;1783272;201174;1760;85007;1762;1763;459858,no rank;superkingdom;clade;phylum;class;order;family;genus;species
28045.0,81,4773526,Mycobacterium celatum,species,cellular organisms;Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium celatum,131567;2;1783272;201174;1760;85007;1762;1763;28045,no rank;superkingdom;clade;phylum;class;order;family;genus;species
117541.0,2,4747007,Salmonella enterica subsp. enterica serovar Ohio,no rank,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Ohio,131567;2;1224;1236;91347;543;590;28901;59201;117541,no rank;superkingdom;phylum;class;order;family;genus;species;subspecies;no rank
2778053.0,1,4738672,Aeromonas sp. FDAARGOS 1404,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;unclassified Aeromonas;Aeromonas sp. FDAARGOS 1404,131567;2;1224;1236;135624;84642;642;257493;2778053,no rank;superkingdom;phylum;class;order;family;genus;no rank;species
1260918.0,35,4731047,Mycobacterium fragae,species,cellular organisms;Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium fragae,131567;2;1783272;201174;1760;85007;1762;1763;1260918,no rank;superkingdom;clade;phylum;class;order;family;genus;species
28152.0,1,4730788,Yersinia kristensenii,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia kristensenii,131567;2;1224;1236;91347;1903411;629;28152,no rank;superkingdom;phylum;class;order;family;genus;species
820.0,1,4728573,Bacteroides uniformis,species,cellular organisms;Bacteria;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides uniformis,131567;2;1783270;68336;976;200643;171549;815;816;820,no rank;superkingdom;clade;clade;phylum;class;order;family;genus;species
1702170.0,1,4727498,Citrobacter sp. FDAARGOS_156,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;unclassified Citrobacter;Citrobacter sp. FDAARGOS_156,131567;2;1224;1236;91347;543;544;2644389;1702170,no rank;superkingdom;phylum;class;order;family;genus;no rank;species
32013.0,1,4710225,Comamonas terrigena,species,cellular organisms;Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas;Comamonas terrigena,131567;2;1224;28216;80840;80864;283;32013,no rank;superkingdom;phylum;class;order;family;genus;species
2778056.0,2,4701520,Aeromonas sp. FDAARGOS 1407,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;unclassified Aeromonas;Aeromonas sp. FDAARGOS 1407,131567;2;1224;1236;135624;84642;642;257493;2778056,no rank;superkingdom;phylum;class;order;family;genus;no rank;species
1402.0,5,4693369,Bacillus licheniformis,species,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus subtilis group;Bacillus licheniformis,131567;2;1783272;1239;91061;1385;186817;1386;653685;1402,no rank;superkingdom;clade;phylum;class;order;family;genus;species group;species
549.0,3,4692018,Pantoea agglomerans,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Pantoea;Pantoea agglomerans group;Pantoea agglomerans,131567;2;1224;1236;91347;1903409;53335;1654067;549,no rank;superkingdom;phylum;class;order;family;genus;species group;species
1407.0,2,4681292,Peribacillus psychrosaccharolyticus,species,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Bacillaceae;Peribacillus;Peribacillus psychrosaccharolyticus,131567;2;1783272;1239;91061;1385;186817;2675229;1407,no rank;superkingdom;clade;phylum;class;order;family;genus;species
84030.0,1,4678070,Lacrimispora saccharolytica,species,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Lacrimispora;Lacrimispora saccharolytica,131567;2;1783272;1239;186801;3085636;186803;2719231;84030,no rank;superkingdom;clade;phylum;class;order;family;genus;species
478.0,4,4667090,Moraxella nonliquefaciens,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Moraxella;Moraxella nonliquefaciens,131567;2;1224;1236;2887326;468;475;478,no rank;superkingdom;phylum;class;order;family;genus;species
24.0,1,4659617,Shewanella putrefaciens,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;Shewanella putrefaciens,131567;2;1224;1236;135622;267890;22;24,no rank;superkingdom;phylum;class;order;family;genus;species
2778055.0,1,4645825,Aeromonas sp. FDAARGOS 1406,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;unclassified Aeromonas;Aeromonas sp. FDAARGOS 1406,131567;2;1224;1236;135624;84642;642;257493;2778055,no rank;superkingdom;phylum;class;order;family;genus;no rank;species
28169.0,4,4635961,Vibrio pelagius,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio pelagius,131567;2;1224;1236;135623;641;662;28169,no rank;superkingdom;phylum;class;order;family;genus;species
1756149.0,1,4632013,Elizabethkingia bruuniana,species,cellular organisms;Bacteria;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Elizabethkingia;Elizabethkingia bruuniana,131567;2;1783270;68336;976;117743;200644;2762318;308865;1756149,no rank;superkingdom;clade;clade;phylum;class;order;family;genus;species
44275.0,2,4630763,Leptospira interrogans serovar Copenhageni,no rank,cellular organisms;Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira;Leptospira interrogans;Leptospira interrogans serovar Copenhageni,131567;2;203691;203692;1643688;170;171;173;44275,no rank;superkingdom;phylum;class;order;family;genus;species;no rank
656.0,2,4630407,Aeromonas allosaccharophila,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;Aeromonas allosaccharophila,131567;2;1224;1236;135624;84642;642;656,no rank;superkingdom;phylum;class;order;family;genus;species
12083.0,622,4622123,Poliovirus 2,serotype,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus C;Poliovirus 2,10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;138950;12083,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;species;serotype
2778054.0,3,4614193,Aeromonas sp. FDAARGOS 1405,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;unclassified Aeromonas;Aeromonas sp. FDAARGOS 1405,131567;2;1224;1236;135624;84642;642;257493;2778054,no rank;superkingdom;phylum;class;order;family;genus;no rank;species
2778068.0,1,4588770,Aeromonas sp. FDAARGOS 1419,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;unclassified Aeromonas;Aeromonas sp. FDAARGOS 1419,131567;2;1224;1236;135624;84642;642;257493;2778068,no rank;superkingdom;phylum;class;order;family;genus;no rank;species
54388.0,1,4588003,Salmonella enterica subsp. enterica serovar Paratyphi A,no rank,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Paratyphi A,131567;2;1224;1236;91347;543;590;28901;59201;54388,no rank;superkingdom;phylum;class;order;family;genus;species;subspecies;no rank
654.0,2,4561870,Aeromonas veronii,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;Aeromonas veronii,131567;2;1224;1236;135624;84642;642;654,no rank;superkingdom;phylum;class;order;family;genus;species
565.0,1,4554875,Atlantibacter hermannii,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Atlantibacter;Atlantibacter hermannii,131567;2;1224;1236;91347;543;1903434;565,no rank;superkingdom;phylum;class;order;family;genus;species
650.0,1,4551079,Aeromonas jandaei,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;Aeromonas jandaei,131567;2;1224;1236;135624;84642;642;650,no rank;superkingdom;phylum;class;order;family;genus;species
621.0,6,4548972,Shigella boydii,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Shigella;Shigella boydii,131567;2;1224;1236;91347;543;620;621,no rank;superkingdom;phylum;class;order;family;genus;species
28141.0,130,4546320,Cronobacter sakazakii,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Cronobacter;Cronobacter sakazakii,131567;2;1224;1236;91347;543;413496;28141,no rank;superkingdom;phylum;class;order;family;genus;species
2778060.0,1,4539453,Aeromonas sp. FDAARGOS 1411,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;unclassified Aeromonas;Aeromonas sp. FDAARGOS 1411,131567;2;1224;1236;135624;84642;642;257493;2778060,no rank;superkingdom;phylum;class;order;family;genus;no rank;species
2420304.0,7,4531518,Acinetobacter sp. FDAARGOS_559,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;unclassified Acinetobacter;Acinetobacter sp. FDAARGOS_559,131567;2;1224;1236;2887326;468;469;196816;2420304,no rank;superkingdom;phylum;class;order;family;genus;no rank;species
